t60,decay_slope,drr,filepath,label,split
2.944875,-12.825121755873148,-60.34436,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5440849.flac,fake,dev
2.1495000000000006,-22.159166854458203,-62.037586,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5485420.flac,fake,dev
3.1089375,-17.738764452829464,-61.85235,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5485641.flac,fake,dev
1.7124375,-26.39693970134605,-61.94615,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5494239.flac,fake,dev
7.324874999999999,-6.5171692824023495,-64.60936,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5504869.flac,fake,dev
6.0733125,-6.717522882090267,-68.52544,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5507640.flac,fake,dev
1.368,-27.92668405073813,-61.698627,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5520997.flac,fake,dev
1.3884374999999995,-26.63224904469778,-58.869915,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5525698.flac,fake,dev
5.485874999999999,-7.816800484085188,-61.556583,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5527718.flac,fake,dev
3.1051874999999995,-12.944257185305052,-63.640766,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5529420.flac,fake,dev
2.8275,-13.386552517287967,-60.81183,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5567164.flac,fake,dev
7.076062500000001,-6.126602553064011,-64.46709,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5613254.flac,fake,dev
1.7851874999999997,-26.16556017987743,-63.402718,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5647507.flac,fake,dev
2.83425,-20.2911573462647,-64.003586,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5658035.flac,fake,dev
2.8201875000000003,-16.537119258019434,-62.76113,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5693315.flac,fake,dev
1.4943749999999998,-33.40401383003969,-58.07991,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5707973.flac,fake,dev
2.6551875,-17.68813664800443,-64.81366,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5739561.flac,fake,dev
3.6673125,-11.561675127101571,-60.664818,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5814082.flac,fake,dev
1.5361875,-20.748293788125423,-57.796272,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5835729.flac,fake,dev
3.02175,-18.517833093968505,-60.260315,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5852175.flac,fake,dev
6.176625,-8.512779300930667,-64.26955,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5858599.flac,fake,dev
6.780375000000001,-5.6056815819941805,-68.30713,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5894538.flac,fake,dev
8.6589375,-4.854159904984017,-71.165306,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5899353.flac,fake,dev
2.7645,-13.542224518258369,-63.509403,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5905495.flac,fake,dev
5.8359375,-7.653447682253706,-63.14558,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5917788.flac,fake,dev
5.882624999999999,-7.765214617084645,-66.377014,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5918913.flac,fake,dev
8.346374999999998,-4.564890016884127,-67.600494,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5921381.flac,fake,dev
4.468875000000001,-8.177246440700323,-62.06564,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5933472.flac,fake,dev
3.4027500000000006,-13.033123682297257,-65.94564,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_5962669.flac,fake,dev
4.644187499999999,-10.54527087734986,-64.70703,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6027288.flac,fake,dev
2.7515625000000004,-17.670240219792078,-63.500706,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6038110.flac,fake,dev
6.0440625,-7.3351399208329795,-68.54895,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6065472.flac,fake,dev
4.5463125,-9.840770229919857,-65.69971,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6074404.flac,fake,dev
5.520000000000001,-5.599836196934399,-60.246693,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6116156.flac,fake,dev
1.6361250000000005,-29.179592019644577,-56.748062,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6122657.flac,fake,dev
2.2160625,-18.618877593975323,-60.463737,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6132835.flac,fake,dev
4.391062499999999,-11.993709551522016,-65.37263,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6232550.flac,fake,dev
3.78525,-12.302110668646272,-62.26742,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6257881.flac,fake,dev
3.2401875,-14.68940436082269,-61.488388,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6261315.flac,fake,dev
0.9288750000000005,-45.17546606630104,-60.789474,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6296466.flac,fake,dev
5.44725,-7.815898146421351,-65.638954,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6354261.flac,fake,dev
7.12725,-5.970450887281163,-67.43917,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6380154.flac,fake,dev
1.7525625000000002,-19.753265087080315,-63.416527,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6426863.flac,fake,dev
0.9751875,-58.92439350246837,-62.434464,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6426887.flac,fake,dev
3.4303125000000003,-13.9867324598579,-65.943726,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6503636.flac,fake,dev
2.1703125,-24.85409572069093,-58.304802,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6537993.flac,fake,dev
1.2331875,-41.54969698360624,-60.946976,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6573047.flac,fake,dev
1.6614375,-30.38475005245931,-62.096256,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6589288.flac,fake,dev
1.309875,-32.530573590503096,-64.27928,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6626704.flac,fake,dev
0.7865625,-63.266581082618266,-58.119396,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6640884.flac,fake,dev
5.0218125,-6.267353490936388,-65.04493,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6655218.flac,fake,dev
2.2471875,-16.570019327459107,-61.119312,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6658491.flac,fake,dev
2.2920000000000007,-22.07633126263576,-62.72888,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6668678.flac,fake,dev
2.2040625,-26.49629659568799,-62.691208,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6681088.flac,fake,dev
7.987125,-6.211943345152688,-67.8741,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6710896.flac,fake,dev
9.0954375,-4.073735388932064,-62.912937,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6715399.flac,fake,dev
4.500937499999999,-12.259076066014684,-65.87769,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6721387.flac,fake,dev
0.6269999999999999,-86.1759372072449,-57.862007,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6735934.flac,fake,dev
1.86375,-21.57485293806573,-61.8732,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6739692.flac,fake,dev
1.9768125000000003,-22.64411711806867,-64.975975,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6761573.flac,fake,dev
1.2466875000000002,-34.28685332227714,-60.246216,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6836932.flac,fake,dev
5.733937500000001,-7.67114415753546,-63.412636,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6844665.flac,fake,dev
0.793875,-67.01378563191662,-61.24417,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6850823.flac,fake,dev
2.2310625,-24.228374317810346,-64.840935,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6886899.flac,fake,dev
1.9087500000000004,-21.006919719148044,-66.75899,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6913182.flac,fake,dev
2.88525,-18.038090959022885,-61.679615,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6943890.flac,fake,dev
3.054375,-12.218451208926036,-63.45436,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6952051.flac,fake,dev
1.1835,-42.18397818583297,-65.51365,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_6984478.flac,fake,dev
2.3197500000000004,-19.4355305114017,-63.12014,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7001993.flac,fake,dev
8.0851875,-6.354536339979655,-64.08757,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7027043.flac,fake,dev
3.7865625,-11.22734804251292,-63.287735,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7032136.flac,fake,dev
2.064375,-21.779234307684657,-64.22444,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7038850.flac,fake,dev
1.6198125,-30.287820984963886,-63.39824,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7042766.flac,fake,dev
3.436875,-11.213523068405465,-63.448105,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7042962.flac,fake,dev
2.18625,-20.924101884160187,-62.919983,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7059979.flac,fake,dev
1.5433124999999996,-33.50153647812856,-60.239243,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7068087.flac,fake,dev
6.4539375,-7.245750855786781,-63.643993,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7093402.flac,fake,dev
3.0974999999999997,-13.7664483992642,-60.202385,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7116488.flac,fake,dev
1.5140625,-28.52687591802824,-60.978348,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7120234.flac,fake,dev
2.9143125,-14.789503838482323,-61.467876,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7167976.flac,fake,dev
1.5913125000000004,-34.197352627842555,-61.475883,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7191777.flac,fake,dev
6.571499999999999,-7.251435466463431,-66.15405,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7223220.flac,fake,dev
4.3764375,-8.636874919275554,-65.01689,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7236647.flac,fake,dev
0.9406875,-56.22295520143456,-59.924385,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7239373.flac,fake,dev
6.1061250000000005,-7.3663466380483476,-63.907276,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7263077.flac,fake,dev
4.5564375,-10.88064260447534,-65.30939,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7279307.flac,fake,dev
6.1366875,-7.591770875064787,-66.12121,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7286303.flac,fake,dev
4.6093125,-11.638205156635692,-64.118416,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7294510.flac,fake,dev
1.419,-30.63885411739047,-59.82895,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7299134.flac,fake,dev
2.855625,-14.54882379612292,-61.343464,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7306327.flac,fake,dev
1.6498125,-28.347746998032235,-62.6108,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7309140.flac,fake,dev
4.04925,-11.504148999969132,-64.04324,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7315445.flac,fake,dev
8.428312499999999,-4.259537649851804,-71.35772,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7350586.flac,fake,dev
5.0595,-8.012063315295334,-67.194336,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7373868.flac,fake,dev
3.022874999999999,-13.167980963189954,-65.87756,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7374243.flac,fake,dev
2.6790000000000003,-21.86662610780596,-60.951427,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7415677.flac,fake,dev
2.1605625,-24.370277962254036,-57.47776,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7445190.flac,fake,dev
3.0740625000000006,-18.875648356207865,-62.142906,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7529026.flac,fake,dev
6.736687499999999,-7.317186301538995,-65.769,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7542467.flac,fake,dev
4.048687500000001,-14.510925659153209,-64.05109,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7552264.flac,fake,dev
2.8213125,-15.63853210018416,-62.00031,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7574385.flac,fake,dev
1.780125,-25.04233651186473,-54.22169,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7582835.flac,fake,dev
6.4835625,-7.2533156293604675,-60.70942,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7584092.flac,fake,dev
3.3995625,-12.011879790837389,-61.577744,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7586206.flac,fake,dev
2.602125,-13.08764905796701,-64.28304,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7588186.flac,fake,dev
2.1088125000000004,-25.086976047466862,-61.715355,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7600602.flac,fake,dev
2.896125,-15.714100771810047,-61.958183,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7615544.flac,fake,dev
1.6374375,-28.615987713407904,-61.64144,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7691445.flac,fake,dev
4.368375,-11.018069328290643,-64.13407,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7695039.flac,fake,dev
7.551187500000002,-5.103869239621918,-64.78997,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7695465.flac,fake,dev
3.103687500000001,-14.718861964124908,-63.502193,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7701169.flac,fake,dev
4.8320625,-10.665384034690891,-65.980125,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7713348.flac,fake,dev
4.0933125,-8.62639126467028,-63.44271,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7748377.flac,fake,dev
6.617624999999999,-5.996372841062862,-64.47772,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7749562.flac,fake,dev
2.313375,-23.04233834156448,-64.34549,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7775951.flac,fake,dev
2.974875,-14.56195149597757,-64.441826,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7825964.flac,fake,dev
2.3169375,-16.503546875926464,-60.306644,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7829594.flac,fake,dev
2.5194375,-16.612376800421654,-60.743034,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7832933.flac,fake,dev
1.7857500000000002,-16.946712547062262,-57.20354,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7834222.flac,fake,dev
4.629,-10.03772982851356,-65.84494,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7843002.flac,fake,dev
2.110125,-22.020050651522457,-66.43128,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7844644.flac,fake,dev
6.181687499999999,-7.25318447143079,-66.15418,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7848357.flac,fake,dev
5.9300625,-5.040820914141053,-64.715965,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7961484.flac,fake,dev
2.36925,-19.368699530264784,-60.959343,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_7977738.flac,fake,dev
8.2171875,-5.304688193307642,-68.640755,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8007626.flac,fake,dev
4.057124999999999,-9.827662798057624,-65.92408,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8023041.flac,fake,dev
5.44725,-7.249452211417348,-63.21279,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8072757.flac,fake,dev
1.3811250000000004,-34.39866866435615,-62.463005,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8099337.flac,fake,dev
3.2525625,-15.98676557732653,-66.80261,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8127140.flac,fake,dev
2.62125,-11.439776200438237,-64.114525,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8130065.flac,fake,dev
1.6181249999999998,-29.59672241871453,-63.145042,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8185366.flac,fake,dev
1.5598125,-27.37945343156157,-59.6537,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8187526.flac,fake,dev
3.6339375,-9.736791455012195,-62.78354,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8191100.flac,fake,dev
4.557375,-8.860252371097424,-64.57141,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8194762.flac,fake,dev
1.2433124999999996,-43.56454687685089,-63.289474,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8254731.flac,fake,dev
5.956875,-7.881570412046992,-62.281532,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8267517.flac,fake,dev
3.763499999999999,-11.751151638532336,-64.78865,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8268464.flac,fake,dev
1.882875,-25.228730299868374,-61.36324,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8289361.flac,fake,dev
4.1825625,-10.733191841753792,-61.972996,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8296972.flac,fake,dev
2.8732500000000005,-16.75989927072007,-63.092365,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8318612.flac,fake,dev
5.6540625,-7.654015732121823,-71.80511,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8370029.flac,fake,dev
2.392125,-17.69146824578168,-63.58603,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8370479.flac,fake,dev
3.705187499999999,-14.008386539695993,-61.227333,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8372744.flac,fake,dev
1.0168124999999997,-44.04960572772686,-58.74184,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8397498.flac,fake,dev
4.845937499999999,-8.055597987300569,-65.57169,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8415664.flac,fake,dev
2.7847500000000003,-14.407959715142146,-65.03294,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8456126.flac,fake,dev
4.175062500000001,-7.96853774142324,-63.49051,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8460539.flac,fake,dev
2.388375,-16.276832604645403,-62.079002,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8541506.flac,fake,dev
6.559875,-7.2155058803370755,-64.286644,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8544672.flac,fake,dev
6.933750000000001,-7.188113982159754,-66.11684,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8615795.flac,fake,dev
3.849,-10.759028520846943,-65.76664,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8626873.flac,fake,dev
2.63025,-15.902586959003903,-63.285564,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8695222.flac,fake,dev
2.1016875000000006,-20.50599006182652,-60.366623,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8726450.flac,fake,dev
4.03875,-9.878313833565093,-61.831047,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8783766.flac,fake,dev
1.7013750000000003,-34.39592330965132,-60.44353,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8793320.flac,fake,dev
4.1266875,-12.734565128943316,-63.295784,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8815599.flac,fake,dev
2.7262500000000003,-16.128650357607007,-65.37561,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8819400.flac,fake,dev
7.466625,-6.391109764402703,-69.62319,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8845423.flac,fake,dev
3.1258124999999994,-17.53411471946119,-62.463753,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8867212.flac,fake,dev
1.8313125,-25.991747561449213,-61.877808,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8867270.flac,fake,dev
5.3338125,-9.116935787101156,-63.903862,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8892243.flac,fake,dev
5.734124999999999,-8.73956811440863,-62.337837,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8917998.flac,fake,dev
4.45575,-10.03245096187186,-63.003407,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8932075.flac,fake,dev
3.1683749999999997,-12.81117084124659,-62.013966,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8942534.flac,fake,dev
7.6696875,-5.137222711640001,-64.23855,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8963064.flac,fake,dev
0.8115000000000002,-61.81542500170886,-63.217293,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_8966779.flac,fake,dev
1.962375,-23.38916494630573,-60.03271,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9002280.flac,fake,dev
5.041312500000001,-9.05403328206692,-64.4389,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9040549.flac,fake,dev
3.507000000000001,-13.712862727164648,-62.25934,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9076740.flac,fake,dev
3.8195625,-10.072766031063283,-63.60575,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9076770.flac,fake,dev
1.5776249999999998,-25.7557453060134,-63.875023,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9094015.flac,fake,dev
8.8605,-3.8754659874355584,-64.12063,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9095479.flac,fake,dev
0.9590624999999996,-45.941708143913175,-61.099106,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9181985.flac,fake,dev
1.1388750000000003,-35.686405956827656,-60.19861,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9199206.flac,fake,dev
6.193312499999999,-7.430545363821852,-68.32022,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9209246.flac,fake,dev
4.64025,-10.171420987161074,-68.73168,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9213158.flac,fake,dev
3.5285625000000005,-15.061524499876224,-66.98462,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9241874.flac,fake,dev
6.045,-8.66102311244072,-66.33784,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9325677.flac,fake,dev
1.548,-17.96702244725431,-60.905537,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9327205.flac,fake,dev
1.5369375,-29.6671766702537,-57.174637,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9395571.flac,fake,dev
4.644,-10.253791942394132,-65.83157,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9410304.flac,fake,dev
1.19925,-52.32011424308679,-58.64714,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9419166.flac,fake,dev
2.8224375,-17.827660874523115,-64.10478,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9438704.flac,fake,dev
2.7166875,-17.64799715394041,-60.34,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9472360.flac,fake,dev
4.7199375,-8.510068094176303,-63.817398,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9491705.flac,fake,dev
3.80775,-8.166643597748482,-65.28766,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9497100.flac,fake,dev
4.2511875,-13.027398412776696,-64.949814,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9497941.flac,fake,dev
5.716875,-9.649003836603685,-65.45863,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9501529.flac,fake,dev
2.2627500000000005,-27.002833641576974,-64.41634,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9553450.flac,fake,dev
5.2276875,-6.8624214425821615,-64.98675,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9603467.flac,fake,dev
1.95225,-23.160071759068902,-61.938057,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9604114.flac,fake,dev
6.02625,-7.855503325112857,-63.77249,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9630829.flac,fake,dev
2.4033750000000005,-22.73565627793995,-63.86057,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9695291.flac,fake,dev
1.8684375,-26.377440447891708,-60.581406,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9711196.flac,fake,dev
3.069,-11.146732902128171,-60.590797,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9711240.flac,fake,dev
2.27025,-19.12552371786956,-65.0908,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9739905.flac,fake,dev
4.585687500000001,-10.393422997207072,-64.93238,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9747461.flac,fake,dev
1.2823125000000002,-48.839012396949805,-62.779423,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9748332.flac,fake,dev
4.2673125,-9.572413395563087,-63.19664,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9780476.flac,fake,dev
2.6574374999999995,-16.71711790256957,-64.09011,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9814040.flac,fake,dev
4.68225,-10.861196229063715,-66.323074,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9820074.flac,fake,dev
6.544874999999998,-7.237505672047133,-65.824554,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9830381.flac,fake,dev
8.947500000000002,-4.358673333483257,-68.076485,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9840469.flac,fake,dev
5.988,-7.455676509670854,-64.29721,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9853172.flac,fake,dev
3.3480000000000003,-13.60416620995708,-65.12618,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9874583.flac,fake,dev
5.398312499999999,-8.618926970890083,-64.48614,dataset/raw/LA\ASVspoof2019_LA_dev/flac\LA_D_9883936.flac,fake,dev
